"site","POLYID","Freq","experiment","year","input_type","modelled_SOC","init_active_frac","init_slow_frac","init_passive_frac"
"E8_Field 3T7","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1292656244444,16.428129634131,31.4230112997519,6.27812469056154
"E8_Field 3T8","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",55.2740468744445,17.1586095939596,31.6187116690424,6.4967256114425
"E8_Field 4T2","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.4584531244444,15.9539795725378,30.4127560369328,6.09171751497382
"E8_Field 4T3","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.6572031244445,16.4648730540977,29.9766046910288,6.21572537931802
"E8_Field 4T4","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",53.1502812544445,30.3082071037192,19.0302820703808,3.81179208034454
"E8_Field 4T5","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.0646718744444,31.3594779846558,18.8057696297649,3.89942426002369
"E8_Field 4T7","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1292656244444,16.9251580816354,30.8146179736313,6.38948956917762
"E8_Field 4T8","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",55.2740468744445,16.8102748404426,32.0450947872716,6.41867724673027
"E8_Field 5T2","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.4584531244444,15.9539795725378,30.4127560369327,6.09171751497382
"E8_Field 5T3","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.6572031244445,16.0144246152561,30.5279812275804,6.11479728160799
"E8_Field 5T4","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",53.1502812544445,30.3082071037192,19.0302820703808,3.81179208034455
"E8_Field 5T5","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.0646718744444,30.829625610462,19.3576766017061,3.87736966227626
"E8_Field 5T7","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1292656244444,16.4621170967478,31.3814085594426,6.28573996825398
"E8_Field 5T8","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",55.2740468744445,16.8102748404426,32.0450947872716,6.41867724673027
"E8_Field 6T2","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.4584531244444,16.2845705708863,30.0080923640975,6.16579018946057
"E8_Field 6T3","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.6572031244445,16.3462681278709,30.121784400407,6.18915059616659
"E8_Field 6T4","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",53.1502812544445,30.6930236593693,18.6294478940597,3.82780970101546
"E8_Field 6T5","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.0646718744444,31.2210625007671,18.949946525639,3.89366284803828
"E8_Field 6T7","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1292656244444,16.8032374862531,30.9638562655635,6.36217187262781
"E8_Field 6T8","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",55.2740468744445,17.1586095939596,31.6187116690424,6.4967256114425
