"site","TrtID","POLYID","year","sand","cinput","ligfrac","nfrac","till","irrig"
"E4_419E","E4_104_RT_CR3",793011,2002,0.45,1.51876517249453,0.053,0.007,"RT",0
"E4_419E","E4_104_RT_CR3",793011,2003,0.45,1.74468304172946,0.053,0.007,"RT",0
"E4_419E","E4_104_RT_CR3",793011,2004,0.45,2.5660684514315,0.053,0.007,"RT",0
"E4_419W","E4_4_RT_CR3",793011,1995,0.45,1.98285580273408,0.053,0.007,"RT",0
"E4_419W","E4_4_RT_CR3",793011,1996,0.45,1.07573972172672,0.053,0.007,"RT",0
"E4_419W","E4_4_RT_CR3",793011,1997,0.45,1.6692730911464,0.053,0.007,"RT",0
"E4_419W","E4_4_RT_CR3",793011,1998,0.45,2.28411565644588,0.053,0.007,"RT",0
"E4_419W","E4_4_RT_CR3",793011,1999,0.45,2.09525369095413,0.053,0.007,"RT",0
"E4_419W","E4_4_RT_CR3",793011,2000,0.45,1.04855900219873,0.053,0.007,"RT",0
"E4_419W","E4_4_RT_CR3",793011,2001,0.45,1.15676623870746,0.053,0.007,"RT",0
"E4_419W","E4_4_RT_CR3",793011,2002,0.45,1.60202629767982,0.053,0.007,"RT",0
"E4_419W","E4_4_RT_CR3",793011,2003,0.45,2.04728635665219,0.053,0.007,"RT",0
"E4_419W","E4_4_RT_CR3",793011,2004,0.45,2.33830569693385,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1951,0.45,0.25,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1952,0.45,2.68462522656632,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1953,0.45,1.02129186708083,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1954,0.45,0.25,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1955,0.45,2.07929830110055,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1956,0.45,1.44735395709361,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1957,0.45,0.25,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1958,0.45,2.09525369095413,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1959,0.45,0.929773608469406,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1960,0.45,0.25,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1961,0.45,1.05762882963294,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1962,0.45,0.611259637916544,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1963,0.45,0.25,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1964,0.45,1.71962593848358,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1965,0.45,1.26360897321577,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1966,0.45,0.25,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1967,0.45,1.67768739216944,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1968,0.45,1.03039053154773,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1969,0.45,0.25,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1970,0.45,1.77796934772489,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1971,0.45,0.658822907347156,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1972,0.45,0.25,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1973,0.45,1.44735395709361,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1974,0.45,1.38655805527732,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1975,0.45,0.25,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1976,0.45,2.01513904892527,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1977,0.45,0.781313718411552,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1978,0.45,0.25,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1979,0.45,1.68609281655544,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1980,0.45,2.3920970182278,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1981,0.45,0.25,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1982,0.45,2.45308831067308,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1983,0.45,1.06668906594693,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1984,0.45,0.25,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1985,0.45,0.993938029284444,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1986,0.45,2.08728020379608,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1987,0.45,0.25,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1988,0.45,1.65241782092866,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1989,0.45,1.29010855273627,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1990,0.45,0.25,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1991,0.45,2.3920970182278,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1992,0.45,0.476732203142126,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1993,0.45,1.52513463054642,0.053,0.007,"RT",0
"E4_420","E4_18_RT_CR3",793011,1994,0.45,2.57353705795072,0.053,0.007,"RT",0
"E4_420E","E4_118_RT_CR3",793011,1995,0.45,2.58845064238577,0.053,0.007,"RT",0
"E4_420E","E4_118_RT_CR3",793011,1996,0.45,1.41266849917537,0.053,0.007,"RT",0
"E4_420E","E4_118_RT_CR3",793011,1997,0.45,2.34601451473942,0.053,0.007,"RT",0
"E4_420E","E4_118_RT_CR3",793011,1998,0.45,1.92603127825049,0.053,0.007,"RT",0
"E4_420E","E4_118_RT_CR3",793011,1999,0.45,2.08728020379608,0.053,0.007,"RT",0
"E4_420E","E4_118_RT_CR3",793011,2000,0.45,0.658822907347156,0.053,0.007,"RT",0
"E4_420E","E4_118_RT_CR3",793011,2001,0.45,0.993938029284444,0.053,0.007,"RT",0
"E4_420E","E4_118_RT_CR3",793011,2002,0.45,1.57000747888002,0.053,0.007,"RT",0
"E4_420E","E4_118_RT_CR3",793011,2003,0.45,1.82763610487539,0.053,0.007,"RT",0
"E4_420E","E4_118_RT_CR3",793011,2004,0.45,3.22119149992402,0.053,0.007,"RT",0
"E4_420W","E4_18_RT_CR3",793011,1995,0.45,2.61076206953383,0.053,0.007,"RT",0
"E4_420W","E4_18_RT_CR3",793011,1996,0.45,1.41266849917537,0.053,0.007,"RT",0
"E4_420W","E4_18_RT_CR3",793011,1997,0.45,1.99093939009085,0.053,0.007,"RT",0
"E4_420W","E4_18_RT_CR3",793011,1998,0.45,2.5660684514315,0.053,0.007,"RT",0
"E4_420W","E4_18_RT_CR3",793011,1999,0.45,2.16663783934521,0.053,0.007,"RT",0
"E4_420W","E4_18_RT_CR3",793011,2000,0.45,0.883649864836017,0.053,0.007,"RT",0
"E4_420W","E4_18_RT_CR3",793011,2001,0.45,1.39527073280225,0.053,0.007,"RT",0
"E4_420W","E4_18_RT_CR3",793011,2002,0.45,1.77124963857336,0.053,0.007,"RT",0
"E4_420W","E4_18_RT_CR3",793011,2003,0.45,2.15083321141372,0.053,0.007,"RT",0
"E4_420W","E4_18_RT_CR3",793011,2004,0.45,3.48022314105128,0.053,0.007,"RT",0
"E4_421E","E4_124_RT_CR5",793011,1995,0.45,3.32875832958794,0.053,0.007,"RT",0
"E4_421E","E4_124_RT_CR5",793011,1996,0.45,1.5505354502722,0.053,0.007,"RT",0
"E4_421E","E4_124_RT_CR5",793011,1997,0.45,2.31513038697399,0.053,0.007,"RT",0
"E4_421E","E4_124_RT_CR5",793011,1998,0.45,2.97239861070377,0.053,0.007,"RT",0
"E4_421E","E4_124_RT_CR5",793011,1999,0.45,2.26855914390456,0.053,0.007,"RT",0
"E4_421E","E4_124_RT_CR5",793011,2000,0.45,0.818664915964493,0.053,0.007,"RT",0
"E4_421E","E4_124_RT_CR5",793011,2001,0.45,2.02925000567522,0.053,0.007,"RT",0
"E4_421E","E4_124_RT_CR5",793011,2002,0.45,2.09715482411702,0.053,0.007,"RT",0
"E4_421E","E4_124_RT_CR5",793011,2003,0.45,1.81938013357252,0.053,0.007,"RT",0
"E4_421E","E4_124_RT_CR5",793011,2004,0.45,3.22119149992402,0.053,0.007,"RT",0
"E4_422","E4_7_RT_CR12",793011,1985,0.45,0.486407744159239,0.053,0.007,"RT",0
"E4_422","E4_7_RT_CR12",793011,1986,0.45,2.03122965907144,0.053,0.007,"RT",0
"E4_422","E4_7_RT_CR12",793011,1987,0.45,1.02129186708083,0.053,0.007,"RT",0
"E4_422","E4_7_RT_CR12",793011,1988,0.45,0.18670907450672,0.053,0.007,"RT",0
"E4_422","E4_7_RT_CR12",793011,1989,0.45,0.883649864836017,0.053,0.007,"RT",0
"E4_422","E4_7_RT_CR12",793011,1990,0.45,0.920568385033938,0.053,0.007,"RT",0
"E4_422","E4_7_RT_CR12",793011,1991,0.45,1.58463975548521,0.053,0.007,"RT",0
"E4_422","E4_7_RT_CR12",793011,1992,0.45,0.800009105133813,0.053,0.007,"RT",0
"E4_422","E4_7_RT_CR12",793011,1993,0.45,3.27520288858127,0.053,0.007,"RT",0
"E4_422","E4_7_RT_CR12",793011,1994,0.45,2.22169219060562,0.053,0.007,"RT",0
"E4_422E","E4_107_RT_CR12",793011,1995,0.45,3.34872481295051,0.053,0.007,"RT",0
"E4_422E","E4_107_RT_CR12",793011,1996,0.45,1.51628680051672,0.053,0.007,"RT",0
"E4_422E","E4_107_RT_CR12",793011,1997,0.45,2.1981472391986,0.053,0.007,"RT",0
"E4_422E","E4_107_RT_CR12",793011,1998,0.45,2.77948869745203,0.053,0.007,"RT",0
"E4_422E","E4_107_RT_CR12",793011,1999,0.45,2.43788871935063,0.053,0.007,"RT",0
"E4_422E","E4_107_RT_CR12",793011,2000,0.45,0.920568385033938,0.053,0.007,"RT",0
"E4_422E","E4_107_RT_CR12",793011,2001,0.45,0.781313718411552,0.053,0.007,"RT",0
"E4_422E","E4_107_RT_CR12",793011,2002,0.45,2.46825585888282,0.053,0.007,"RT",0
"E4_422E","E4_107_RT_CR12",793011,2003,0.45,1.10283431148728,0.053,0.007,"RT",0
"E4_422E","E4_107_RT_CR12",793011,2004,0.45,3.0215200261898,0.053,0.007,"RT",0
"E4_422W","E4_7_RT_CR12",793011,1995,0.45,3.57062462500249,0.053,0.007,"RT",0
"E4_422W","E4_7_RT_CR12",793011,1996,0.45,1.593143351047,0.053,0.007,"RT",0
"E4_422W","E4_7_RT_CR12",793011,1997,0.45,2.04728635665219,0.053,0.007,"RT",0
"E4_422W","E4_7_RT_CR12",793011,1998,0.45,2.93708862190813,0.053,0.007,"RT",0
"E4_422W","E4_7_RT_CR12",793011,1999,0.45,2.33830569693385,0.053,0.007,"RT",0
"E4_422W","E4_7_RT_CR12",793011,2000,0.45,0.601716675036642,0.053,0.007,"RT",0
"E4_422W","E4_7_RT_CR12",793011,2001,0.45,0.966497200447929,0.053,0.007,"RT",0
"E4_422W","E4_7_RT_CR12",793011,2002,0.45,2.51356690961671,0.053,0.007,"RT",0
"E4_422W","E4_7_RT_CR12",793011,2003,0.45,1.3778361681605,0.053,0.007,"RT",0
"E4_422W","E4_7_RT_CR12",793011,2004,0.45,3.11178616702486,0.053,0.007,"RT",0
"E4_423","E4_15_RT_CR9",793011,1985,0.45,1.65350710623915,0.075,0.008,"RT",0
"E4_423","E4_15_RT_CR9",793011,1986,0.45,1.8933712087557,0.053,0.007,"RT",0
"E4_423","E4_15_RT_CR9",793011,1987,0.45,0.809341952016588,0.053,0.007,"RT",0
"E4_423","E4_15_RT_CR9",793011,1988,0.45,1.43853561479992,0.075,0.008,"RT",0
"E4_423","E4_15_RT_CR9",793011,1989,0.45,1.65241782092866,0.053,0.007,"RT",0
"E4_423","E4_15_RT_CR9",793011,1990,0.45,1.25475709061933,0.053,0.007,"RT",0
"E4_423","E4_15_RT_CR9",793011,1991,0.45,1.79122488842356,0.075,0.008,"RT",0
"E4_423","E4_15_RT_CR9",793011,1992,0.45,1.17466763210784,0.053,0.007,"RT",0
"E4_423","E4_15_RT_CR9",793011,1993,0.45,3.40824451796164,0.053,0.007,"RT",0
"E4_423E","E4_115_RT_CR9",793011,1995,0.45,3.60895826729722,0.053,0.007,"RT",0
"E4_423E","E4_115_RT_CR9",793011,1996,0.45,1.58463975548521,0.053,0.007,"RT",0
"E4_423E","E4_115_RT_CR9",793011,1997,0.45,2.67727395366249,0.053,0.007,"RT",0
"E4_423E","E4_115_RT_CR9",793011,1998,0.45,2.26855914390456,0.053,0.007,"RT",0
"E4_423E","E4_115_RT_CR9",793011,1999,0.45,2.3920970182278,0.053,0.007,"RT",0
"E4_423E","E4_115_RT_CR9",793011,2000,0.45,0.601716675036642,0.053,0.007,"RT",0
"E4_423E","E4_115_RT_CR9",793011,2001,0.45,1.07573972172672,0.053,0.007,"RT",0
"E4_423E","E4_115_RT_CR9",793011,2002,0.45,2.03122965907144,0.053,0.007,"RT",0
"E4_423E","E4_115_RT_CR9",793011,2003,0.45,2.11482711835804,0.075,0.008,"RT",0
"E4_423E","E4_115_RT_CR9",793011,2004,0.45,2.94416555937773,0.053,0.007,"RT",0
"E4_423W","E4_15_RT_CR9",793011,1995,0.45,3.2886343514919,0.053,0.007,"RT",0
"E4_423W","E4_15_RT_CR9",793011,1996,0.45,1.57612717734802,0.053,0.007,"RT",0
"E4_423W","E4_15_RT_CR9",793011,1997,0.45,2.26076857073207,0.053,0.007,"RT",0
"E4_423W","E4_15_RT_CR9",793011,1998,0.45,2.83003206913285,0.053,0.007,"RT",0
"E4_423W","E4_15_RT_CR9",793011,1999,0.45,2.66254810214573,0.053,0.007,"RT",0
"E4_423W","E4_15_RT_CR9",793011,2000,0.45,0.687240040765485,0.053,0.007,"RT",0
"E4_423W","E4_15_RT_CR9",793011,2001,0.45,0.957330876135638,0.053,0.007,"RT",0
"E4_423W","E4_15_RT_CR9",793011,2002,0.45,1.86878554458008,0.053,0.007,"RT",0
"E4_423W","E4_15_RT_CR9",793011,2003,0.45,2.42269710224144,0.075,0.008,"RT",0
"E4_423W","E4_15_RT_CR9",793011,2004,0.45,3.0215200261898,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1955,0.45,2.40739314016173,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1956,0.45,1.02129186708083,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1957,0.45,0.563443414162333,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1958,0.45,1.61860033921214,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1959,0.45,0.846574620292334,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1960,0.45,0.929773608469406,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1961,0.45,0.163155573608774,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1962,0.45,0.334441804458892,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1963,0.45,0.505728035309011,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1964,0.45,1.52486252946519,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1965,0.45,1.46464180804845,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1966,0.45,0.639827863179988,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1967,0.45,0.687240040765485,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1968,0.45,0.724989216887904,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1969,0.45,1.06668906594693,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1970,0.45,0.22560736915947,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1971,0.45,1.36582117318096,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1972,0.45,2.50603497720245,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1973,0.45,0.505728035309011,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1974,0.45,1.05762882963294,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1975,0.45,1.42135360803667,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1976,0.45,1.48167022629402,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1977,0.45,1.54198684455137,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1978,0.45,1.52486252946519,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1979,0.45,1.10283431148728,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1980,0.45,2.14291838472521,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1981,0.45,2.15083321141372,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1982,0.45,1.60163797373358,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1983,0.45,1.32963340168326,0.053,0.007,"RT",0
"E4_425","E4_44_RT_CR12",793011,1984,0.45,1.05762882963294,0.053,0.007,"RT",0
"E4_425","E4_28_RT_CR12",793011,1985,0.45,0.83728123910939,0.053,0.007,"RT",0
"E4_425","E4_28_RT_CR12",793011,1986,0.45,1.94230969998603,0.053,0.007,"RT",0
"E4_425","E4_28_RT_CR12",793011,1987,0.45,0.957330876135638,0.053,0.007,"RT",0
"E4_425","E4_28_RT_CR12",793011,1988,0.45,1.31750913415254,0.053,0.007,"RT",0
"E4_425","E4_28_RT_CR12",793011,1989,0.45,1.67768739216944,0.053,0.007,"RT",0
"E4_425","E4_28_RT_CR12",793011,1990,0.45,1.24589584624071,0.053,0.007,"RT",0
"E4_425","E4_28_RT_CR12",793011,1991,0.45,1.77796934772489,0.053,0.007,"RT",0
"E4_425","E4_28_RT_CR12",793011,1992,0.45,2.68069951667979,0.053,0.007,"RT",0
"E4_425","E4_28_RT_CR12",793011,1993,0.45,3.5834296856347,0.053,0.007,"RT",0
"E4_425","E4_28_RT_CR12",793011,1994,0.45,2.37676858504492,0.053,0.007,"RT",0
"E4_425E","E4_128_RT_CR12",793011,1995,0.45,3.24825441605876,0.053,0.007,"RT",0
"E4_425E","E4_128_RT_CR12",793011,1996,0.45,1.69448937385239,0.053,0.007,"RT",0
"E4_425E","E4_128_RT_CR12",793011,1997,0.45,2.79396781864063,0.053,0.007,"RT",0
"E4_425E","E4_128_RT_CR12",793011,1998,0.45,2.13499520448514,0.053,0.007,"RT",0
"E4_425E","E4_128_RT_CR12",793011,1999,0.45,2.20600383688561,0.053,0.007,"RT",0
"E4_425E","E4_128_RT_CR12",793011,2000,0.45,0.687240040765485,0.053,0.007,"RT",0
"E4_425E","E4_133_RT_CR11",793011,2001,0.45,0.892894160564266,0.053,0.007,"RT",0
"E4_425E","E4_133_RT_CR11",793011,2002,0.45,1.48039833930133,0.047,0.0073,"RT",0
"E4_425E","E4_133_RT_CR11",793011,2003,0.45,1.44735395709361,0.053,0.007,"RT",0
"E4_425E","E4_133_RT_CR11",793011,2004,0.45,3.00051250785978,0.053,0.007,"RT",0
"E4_425W","E4_28_RT_CR12",793011,1995,0.45,2.69930450661209,0.053,0.007,"RT",0
"E4_425W","E4_28_RT_CR12",793011,1996,0.45,1.60163797373358,0.053,0.007,"RT",0
"E4_425W","E4_28_RT_CR12",793011,1997,0.45,2.25296977479961,0.053,0.007,"RT",0
"E4_425W","E4_28_RT_CR12",793011,1998,0.45,3.28192217854185,0.053,0.007,"RT",0
"E4_425W","E4_28_RT_CR12",793011,1999,0.45,2.46067608600208,0.053,0.007,"RT",0
"E4_425W","E4_28_RT_CR12",793011,2000,0.45,0.534631668451391,0.053,0.007,"RT",0
"E4_425W","E4_33_RT_CR11",793011,2001,0.45,1.03947957304274,0.053,0.007,"RT",0
"E4_425W","E4_33_RT_CR11",793011,2002,0.45,1.76438652263046,0.047,0.0073,"RT",0
"E4_425W","E4_33_RT_CR11",793011,2003,0.45,1.65241782092866,0.053,0.007,"RT",0
"E4_425W","E4_33_RT_CR11",793011,2004,0.45,2.55859195784014,0.053,0.007,"RT",0
"E4_426","E4_17_RT_CR9",793011,1985,0.45,0.639827863179988,0.053,0.007,"RT",0
"E4_426","E4_17_RT_CR9",793011,1986,0.45,0.895002109190886,0.075,0.008,"RT",0
"E4_426","E4_17_RT_CR9",793011,1987,0.45,0.809341952016588,0.053,0.007,"RT",0
"E4_426","E4_17_RT_CR9",793011,1988,0.45,0.215277857759862,0.053,0.007,"RT",0
"E4_426","E4_17_RT_CR9",793011,1989,0.45,1.28861510735455,0.075,0.008,"RT",0
"E4_426","E4_17_RT_CR9",793011,1990,0.45,1.73633948722398,0.053,0.007,"RT",0
"E4_426","E4_17_RT_CR9",793011,1991,0.45,1.76966093917865,0.053,0.007,"RT",0
"E4_426","E4_17_RT_CR9",793011,1992,0.45,1.8643924559523,0.075,0.008,"RT",0
"E4_426","E4_17_RT_CR9",793011,1993,0.45,2.9934951778397,0.053,0.007,"RT",0
"E4_426","E4_17_RT_CR9",793011,1994,0.45,1.49050521025349,0.053,0.007,"RT",0
"E4_426E","E4_117_RT_CR9",793011,1995,0.45,2.47582763763081,0.053,0.007,"RT",0
"E4_426E","E4_117_RT_CR9",793011,1996,0.45,1.6692730911464,0.053,0.007,"RT",0
"E4_426E","E4_117_RT_CR9",793011,1997,0.45,2.46825585888282,0.053,0.007,"RT",0
"E4_426E","E4_117_RT_CR9",793011,1998,0.45,1.62706810133479,0.053,0.007,"RT",0
"E4_426E","E4_117_RT_CR9",793011,1999,0.45,1.85235181490514,0.053,0.007,"RT",0
"E4_426E","E4_117_RT_CR9",793011,2000,0.45,0.800009105133813,0.053,0.007,"RT",0
"E4_426E","E4_117_RT_CR9",793011,2001,0.45,1.50091225158402,0.075,0.008,"RT",0
"E4_426E","E4_117_RT_CR9",793011,2002,0.45,2.0713079739624,0.053,0.007,"RT",0
"E4_426E","E4_117_RT_CR9",793011,2003,0.45,1.15676623870746,0.053,0.007,"RT",0
"E4_426E","E4_117_RT_CR9",793011,2004,0.45,1.13531898181647,0.075,0.008,"RT",0
"E4_426W","E4_17_RT_CR9",793011,1995,0.45,1.99901445421403,0.053,0.007,"RT",0
"E4_426W","E4_17_RT_CR9",793011,1996,0.45,1.14780133392619,0.053,0.007,"RT",0
"E4_426W","E4_17_RT_CR9",793011,1997,0.45,1.5505354502722,0.053,0.007,"RT",0
"E4_426W","E4_17_RT_CR9",793011,1998,0.45,2.32286364157145,0.053,0.007,"RT",0
"E4_426W","E4_17_RT_CR9",793011,1999,0.45,2.24516274747303,0.053,0.007,"RT",0
"E4_426W","E4_17_RT_CR9",793011,2000,0.45,0.855858162512373,0.053,0.007,"RT",0
"E4_426W","E4_17_RT_CR9",793011,2001,0.45,1.61073961010235,0.075,0.008,"RT",0
"E4_426W","E4_17_RT_CR9",793011,2002,0.45,2.2373474801061,0.053,0.007,"RT",0
"E4_426W","E4_17_RT_CR9",793011,2003,0.45,1.15676623870746,0.053,0.007,"RT",0
"E4_426W","E4_17_RT_CR9",793011,2004,0.45,1.46513654356047,0.075,0.008,"RT",0
"E4_427","E4_9_RT_CR2",793011,1985,0.45,0.677777705631138,0.053,0.007,"RT",0
"E4_427","E4_9_RT_CR2",793011,1986,0.45,0.25,0.053,0.007,"RT",0
"E4_427","E4_9_RT_CR2",793011,1987,0.45,1.08478080754271,0.053,0.007,"RT",0
"E4_427","E4_9_RT_CR2",793011,1988,0.45,0.25,0.053,0.007,"RT",0
"E4_427","E4_9_RT_CR2",793011,1989,0.45,1.97476368308627,0.053,0.007,"RT",0
"E4_427","E4_9_RT_CR2",793011,1990,0.45,0.25,0.053,0.007,"RT",0
"E4_427","E4_9_RT_CR2",793011,1991,0.45,2.30738896971876,0.053,0.007,"RT",0
"E4_427","E4_9_RT_CR2",793011,1992,0.45,0.25,0.053,0.007,"RT",0
"E4_427","E4_9_RT_CR2",793011,1993,0.45,3.02850773340424,0.053,0.007,"RT",0
"E4_427E","E4_109_RT_CR2",793011,1995,0.45,3.10488661232475,0.053,0.007,"RT",0
"E4_427E","E4_109_RT_CR2",793011,1996,0.45,1.88518463242742,0.053,0.007,"RT",0
"E4_427E","E4_109_RT_CR2",793011,1997,0.45,2.66254810214573,0.053,0.007,"RT",0
"E4_427E","E4_109_RT_CR2",793011,1998,0.45,1.40397421076366,0.053,0.007,"RT",0
"E4_427E","E4_109_RT_CR2",793011,1999,0.45,1.48189317955577,0.053,0.007,"RT",0
"E4_427E","E4_109_RT_CR2",793011,2000,0.45,0.984800766286955,0.053,0.007,"RT",0
"E4_427E","E4_109_RT_CR2",793011,2001,0.45,1.03947957304274,0.053,0.007,"RT",0
"E4_427E","E4_109_RT_CR2",793011,2002,0.45,1.33932010674633,0.053,0.007,"RT",0
"E4_427E","E4_109_RT_CR2",793011,2003,0.45,1.84412193624302,0.053,0.007,"RT",0
"E4_427W","E4_9_RT_CR2",793011,1995,0.45,2.62559714926042,0.053,0.007,"RT",0
"E4_427W","E4_9_RT_CR2",793011,1996,0.45,1.21925583968789,0.053,0.007,"RT",0
"E4_427W","E4_9_RT_CR2",793011,1997,0.45,1.52486252946519,0.053,0.007,"RT",0
"E4_427W","E4_9_RT_CR2",793011,1998,0.45,2.37676858504492,0.053,0.007,"RT",0
"E4_427W","E4_9_RT_CR2",793011,1999,0.45,2.26855914390456,0.053,0.007,"RT",0
"E4_427W","E4_9_RT_CR2",793011,2000,0.45,0.790666364282251,0.053,0.007,"RT",0
"E4_427W","E4_9_RT_CR2",793011,2001,0.45,1.1836041415442,0.053,0.007,"RT",0
"E4_427W","E4_9_RT_CR2",793011,2002,0.45,1.30772421438348,0.053,0.007,"RT",0
"E4_427W","E4_9_RT_CR2",793011,2003,0.45,1.82763610487539,0.053,0.007,"RT",0
"E4_428","E4_16_RT_CR9",793011,1985,0.45,0.630315220628291,0.053,0.007,"RT",0
"E4_428","E4_16_RT_CR9",793011,1986,0.45,1.82763610487539,0.053,0.007,"RT",0
"E4_428","E4_16_RT_CR9",793011,1987,0.45,1.27965678560269,0.075,0.008,"RT",0
"E4_428","E4_16_RT_CR9",793011,1988,0.45,0.24873449927797,0.053,0.007,"RT",0
"E4_428","E4_16_RT_CR9",793011,1989,0.45,1.33408823668274,0.053,0.007,"RT",0
"E4_428","E4_16_RT_CR9",793011,1990,0.45,1.46491724082968,0.075,0.008,"RT",0
"E4_428","E4_16_RT_CR9",793011,1991,0.45,1.91787917787582,0.053,0.007,"RT",0
"E4_428","E4_16_RT_CR9",793011,1992,0.45,0.630315220628291,0.053,0.007,"RT",0
"E4_428","E4_16_RT_CR9",793011,1993,0.45,1.82260382091599,0.075,0.008,"RT",0
"E4_428","E4_16_RT_CR9",793011,1994,0.45,2.77948869745203,0.053,0.007,"RT",0
"E4_428E","E4_116_RT_CR9",793011,1995,0.45,3.39506697990217,0.053,0.007,"RT",0
"E4_428E","E4_116_RT_CR9",793011,1996,0.45,2.07929830110055,0.053,0.007,"RT",0
"E4_428E","E4_116_RT_CR9",793011,1997,0.45,2.49849509206056,0.053,0.007,"RT",0
"E4_428E","E4_116_RT_CR9",793011,1998,0.45,1.63552692924364,0.053,0.007,"RT",0
