"site","POLYID","year","sand","cinput","ligfrac","nfrac","till","irrig"
"E1_F25S_CT",727006,2000,0.17,2.730424322,0.1,0.1,"FT",0
"E1_F25S_CT",727006,2001,0.17,2.766976999,0.1,0.1,"FT",0
"E1_F25S_CT",727006,2002,0.17,3.280323063,0.1,0.1,"FT",0
"E1_F25S_CT",727006,2003,0.17,4.52673913,0.1,0.1,"FT",0
"E1_F25S_CT",727006,2004,0.17,3.318480044,0.1,0.1,"FT",0
"E1_F25S_CT",727006,2005,0.17,2.426106508,0.1,0.1,"FT",0
"E1_F25S_CT",727006,2006,0.17,1.80799701,0.1,0.1,"FT",0
"E1_F25S_CT",727006,2007,0.17,3.667503477,0.1,0.1,"FT",0
"E1_F25S_CT",727006,2008,0.17,3.655778379,0.1,0.1,"FT",0
"E1_F25S_CT",727006,2009,0.17,1.929680665,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,1983,0.17,2.294130435,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,1984,0.17,2.75373,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,1985,0.17,3.02715,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,1986,0.17,3.950485,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,1987,0.17,3.33311,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,1988,0.17,3.487725,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,1989,0.17,3.476775,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,1990,0.17,3.88565,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,1991,0.17,2.970652174,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,1992,0.17,3.18025,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,1993,0.17,4.30295,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,1994,0.17,3.3489,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,1995,0.17,3.422282609,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,1996,0.17,3.361630435,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,1997,0.17,3.645564301,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,1998,0.17,3.307473124,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,1999,0.17,2.938596918,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,2000,0.17,4.664752843,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,2001,0.17,2.14101862,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,2002,0.17,2.998925732,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,2003,0.17,5.139347826,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,2004,0.17,4.319163477,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,2005,0.17,2.59736305,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,2006,0.17,1.859043348,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,2007,0.17,5.614201525,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,2008,0.17,3.44980315,0.1,0.1,"FT",0
"E1_F50NS_CT",727006,2009,0.17,1.750054681,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,1983,0.17,2.59923913,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,1984,0.17,2.94035,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,1985,0.17,2.87525,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,1986,0.17,4.328065,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,1987,0.17,3.46791,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,1988,0.17,3.968525,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,1989,0.17,3.01455,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,1990,0.17,3.983525,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,1991,0.17,2.622826087,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,1992,0.17,3.382075,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,1993,0.17,4.521975,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,1994,0.17,3.628275,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,1995,0.17,3.242934783,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,1996,0.17,3.554891304,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,1997,0.17,3.516438613,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,1998,0.17,2.984099691,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,1999,0.17,2.649357692,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,2000,0.17,5.437718723,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,2001,0.17,1.963855422,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,2002,0.17,2.721551469,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,2003,0.17,5.294891304,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,2004,0.17,4.921951886,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,2005,0.17,2.853231063,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,2006,0.17,1.790358744,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,2007,0.17,4.428003648,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,2008,0.17,3.983042159,0.1,0.1,"FT",0
"E1_F75NS_CT",727006,2009,0.17,1.848753281,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,1983,0.17,1.737717391,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,1984,0.17,2.071265,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,1985,0.17,2.277415,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,1986,0.17,2.711415,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,1987,0.17,1.6786825,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,1988,0.17,2.68145,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,1989,0.17,2.12715,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,1990,0.17,2.492575,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,1991,0.17,2.401086957,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,1992,0.17,2.137225,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,1993,0.17,3.0733,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,1994,0.17,1.901075,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,1995,0.17,2.488913043,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,1996,0.17,2.269673913,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,1997,0.17,2.281308304,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,1998,0.17,1.89712346,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,1999,0.17,1.979562889,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,2000,0.17,2.732174103,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,2001,0.17,2.394030668,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,2002,0.17,2.280536177,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,2003,0.17,3.460543478,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,2004,0.17,1.667851285,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,2005,0.17,2.075690605,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,2006,0.17,1.405306428,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,2007,0.17,2.580498024,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,2008,0.17,3.065432251,0.1,0.1,"FT",0
"E1_F0NS_CT",727006,2009,0.17,1.627706693,0.1,0.1,"FT",0
"E1_F0S_CT",727006,1983,0.17,1.384891304,0.1,0.1,"FT",0
"E1_F0S_CT",727006,1984,0.17,2.10273,0.1,0.1,"FT",0
"E1_F0S_CT",727006,1985,0.17,2.357455,0.1,0.1,"FT",0
"E1_F0S_CT",727006,1986,0.17,2.47814,0.1,0.1,"FT",0
"E1_F0S_CT",727006,1987,0.17,1.56795,0.1,0.1,"FT",0
"E1_F0S_CT",727006,1988,0.17,2.66875,0.1,0.1,"FT",0
"E1_F0S_CT",727006,1989,0.17,1.619325,0.1,0.1,"FT",0
"E1_F0S_CT",727006,1990,0.17,2.697025,0.1,0.1,"FT",0
"E1_F0S_CT",727006,1991,0.17,2.50326087,0.1,0.1,"FT",0
"E1_F0S_CT",727006,1992,0.17,2.504525,0.1,0.1,"FT",0
"E1_F0S_CT",727006,1993,0.17,2.897375,0.1,0.1,"FT",0
"E1_F0S_CT",727006,1994,0.17,1.8576,0.1,0.1,"FT",0
"E1_F0S_CT",727006,1995,0.17,2.436521739,0.1,0.1,"FT",0
"E1_F0S_CT",727006,1996,0.17,2.098804348,0.1,0.1,"FT",0
"E1_F0S_CT",727006,1997,0.17,1.9708346,0.1,0.1,"FT",0
"E1_F0S_CT",727006,1998,0.17,2.178698772,0.1,0.1,"FT",0
"E1_F0S_CT",727006,1999,0.17,1.732371655,0.1,0.1,"FT",0
"E1_F0S_CT",727006,2000,0.17,3.594761592,0.1,0.1,"FT",0
"E1_F0S_CT",727006,2001,0.17,3.123493976,0.1,0.1,"FT",0
"E1_F0S_CT",727006,2002,0.17,2.687301021,0.1,0.1,"FT",0
"E1_F0S_CT",727006,2003,0.17,3.443586957,0.1,0.1,"FT",0
"E1_F0S_CT",727006,2004,0.17,1.632176052,0.1,0.1,"FT",0
"E1_F0S_CT",727006,2005,0.17,2.06149164,0.1,0.1,"FT",0
"E1_F0S_CT",727006,2006,0.17,1.231091181,0.1,0.1,"FT",0
"E1_F0S_CT",727006,2007,0.17,2.036023555,0.1,0.1,"FT",0
"E1_F0S_CT",727006,2008,0.17,3.645628281,0.1,0.1,"FT",0
"E1_F0S_CT",727006,2009,0.17,2.179366251,0.1,0.1,"FT",0
"E2_F1_CT_1",570007,2004,0.28,4.32859,0.1,0.1,"FT",0
"E2_F1_CT_2",570007,2004,0.28,4.60971,0.1,0.1,"FT",0
"E2_F1_CT_3",570007,2004,0.28,3.693672,0.1,0.1,"FT",0
"E2_F1_CT_1",570007,2005,0.28,3.2762625,0.1,0.1,"FT",0
"E2_F1_CT_2",570007,2005,0.28,2.0652275,0.1,0.1,"FT",0
"E2_F1_CT_3",570007,2005,0.28,3.4162375,0.1,0.1,"FT",0
"E2_F1_CT_1",570007,2006,0.28,4.324380213,0.1,0.1,"FT",0
"E2_F1_CT_2",570007,2006,0.28,3.798470048,0.1,0.1,"FT",0
"E2_F1_CT_3",570007,2006,0.28,5.85897822,0.1,0.1,"FT",0
"E2_F1_CT_1",570007,2007,0.28,3.108315,0.1,0.1,"FT",0
"E2_F1_CT_2",570007,2007,0.28,3.56860875,0.1,0.1,"FT",0
"E2_F1_CT_3",570007,2007,0.28,3.64027125,0.1,0.1,"FT",0
"E2_F1_CT_1",570007,2008,0.28,3.195889807,0.1,0.1,"FT",0
"E2_F1_CT_2",570007,2008,0.28,2.900129534,0.1,0.1,"FT",0
"E2_F1_CT_3",570007,2008,0.28,4.544478215,0.1,0.1,"FT",0
"E2_F1_CT_1",570007,2009,0.28,2.951733333,0.1,0.1,"FT",0
"E2_F1_CT_2",570007,2009,0.28,2.856666667,0.1,0.1,"FT",0
"E2_F1_CT_3",570007,2009,0.28,3.144,0.1,0.1,"FT",0
"E2_F1_CT_1",570007,2010,0.28,4.879969291,0.1,0.1,"FT",0
"E2_F1_CT_2",570007,2010,0.28,3.742581433,0.1,0.1,"FT",0
"E2_F1_CT_3",570007,2010,0.28,6.414187261,0.1,0.1,"FT",0
"E2_F1_CT_1",570007,2011,0.28,3.601811381,0.1,0.1,"FT",0
"E2_F1_CT_2",570007,2011,0.28,2.955203233,0.1,0.1,"FT",0
"E2_F1_CT_3",570007,2011,0.28,3.188499044,0.1,0.1,"FT",0
"E2_F1_CT_1",570007,2012,0.28,3.706978592,0.1,0.1,"FT",0
"E2_F1_CT_2",570007,2012,0.28,4.113342955,0.1,0.1,"FT",0
"E2_F1_CT_3",570007,2012,0.28,6.459823827,0.1,0.1,"FT",0
"E2_F1_CT_1",570007,2013,0.28,2.44900365,0.1,0.1,"FT",0
"E2_F1_CT_2",570007,2013,0.28,1.759520484,0.1,0.1,"FT",0
"E2_F1_CT_3",570007,2013,0.28,6.667018317,0.1,0.1,"FT",0
"E2_F1_CT_1",570007,2014,0.28,3.477566506,0.1,0.1,"FT",0
"E2_F1_CT_2",570007,2014,0.28,2.649821653,0.1,0.1,"FT",0
"E2_F1_CT_3",570007,2014,0.28,4.007675585,0.1,0.1,"FT",0
"E2_F1_CT_1",570007,2015,0.28,4.596825397,0.1,0.1,"FT",0
"E2_F1_CT_2",570007,2015,0.28,4.088888889,0.1,0.1,"FT",0
"E2_F1_CT_3",570007,2015,0.28,5.333333333,0.1,0.1,"FT",0
"E2_F1_CT_1",570007,2016,0.28,3.785557647,0.1,0.1,"FT",0
"E2_F1_CT_2",570007,2016,0.28,3.717997552,0.1,0.1,"FT",0
"E2_F1_CT_3",570007,2016,0.28,3.952065449,0.1,0.1,"FT",0
"E2_F1_CT_1",570007,2017,0.28,2.710984127,0.1,0.1,"FT",0
"E2_F1_CT_2",570007,2017,0.28,2.667174603,0.1,0.1,"FT",0
"E2_F1_CT_3",570007,2017,0.28,3.067555556,0.1,0.1,"FT",0
"E2_F2_CT_1",570007,2004,0.28,5.580697,0.1,0.1,"FT",0
"E2_F2_CT_2",570007,2004,0.28,5.566493,0.1,0.1,"FT",0
"E2_F2_CT_3",570007,2004,0.28,4.686273,0.1,0.1,"FT",0
"E2_F2_CT_1",570007,2005,0.28,2.6473475,0.1,0.1,"FT",0
"E2_F2_CT_2",570007,2005,0.28,2.0260275,0.1,0.1,"FT",0
"E2_F2_CT_3",570007,2005,0.28,2.102345,0.1,0.1,"FT",0
"E2_F2_CT_1",570007,2006,0.28,7.068838727,0.1,0.1,"FT",0
"E2_F2_CT_2",570007,2006,0.28,5.79993928,0.1,0.1,"FT",0
"E2_F2_CT_3",570007,2006,0.28,5.517322917,0.1,0.1,"FT",0
"E2_F2_CT_1",570007,2007,0.28,3.28783875,0.1,0.1,"FT",0
"E2_F2_CT_2",570007,2007,0.28,2.7588225,0.1,0.1,"FT",0
"E2_F2_CT_3",570007,2007,0.28,3.33010125,0.1,0.1,"FT",0
"E2_F2_CT_1",570007,2008,0.28,5.855096147,0.1,0.1,"FT",0
"E2_F2_CT_2",570007,2008,0.28,4.995082107,0.1,0.1,"FT",0
"E2_F2_CT_3",570007,2008,0.28,5.247677329,0.1,0.1,"FT",0
"E2_F2_CT_1",570007,2009,0.28,3.2054,0.1,0.1,"FT",0
"E2_F2_CT_2",570007,2009,0.28,2.9922,0.1,0.1,"FT",0
"E2_F2_CT_3",570007,2009,0.28,2.821266667,0.1,0.1,"FT",0
"E2_F2_CT_1",570007,2010,0.28,5.766220232,0.1,0.1,"FT",0
"E2_F2_CT_2",570007,2010,0.28,7.603631972,0.1,0.1,"FT",0
"E2_F2_CT_3",570007,2010,0.28,7.963115414,0.1,0.1,"FT",0
"E2_F2_CT_1",570007,2011,0.28,3.856121566,0.1,0.1,"FT",0
"E2_F2_CT_2",570007,2011,0.28,4.178543495,0.1,0.1,"FT",0
"E2_F2_CT_3",570007,2011,0.28,3.044287467,0.1,0.1,"FT",0
"E2_F2_CT_1",570007,2012,0.28,9.373630992,0.1,0.1,"FT",0
"E2_F2_CT_2",570007,2012,0.28,8.373469245,0.1,0.1,"FT",0
"E2_F2_CT_3",570007,2012,0.28,7.486110968,0.1,0.1,"FT",0
"E2_F2_CT_1",570007,2013,0.28,3.219602484,0.1,0.1,"FT",0
"E2_F2_CT_2",570007,2013,0.28,2.854581984,0.1,0.1,"FT",0
"E2_F2_CT_3",570007,2013,0.28,4.27410615,0.1,0.1,"FT",0
"E2_F2_CT_1",570007,2014,0.28,10.9586845,0.1,0.1,"FT",0
"E2_F2_CT_2",570007,2014,0.28,10.31615182,0.1,0.1,"FT",0
"E2_F2_CT_3",570007,2014,0.28,10.34548969,0.1,0.1,"FT",0
"E2_F2_CT_1",570007,2015,0.28,5.206349206,0.1,0.1,"FT",0
"E2_F2_CT_2",570007,2015,0.28,3.961904762,0.1,0.1,"FT",0
"E2_F2_CT_3",570007,2015,0.28,5.13015873,0.1,0.1,"FT",0
"E2_F2_CT_1",570007,2016,0.28,6.065503409,0.1,0.1,"FT",0
"E2_F2_CT_2",570007,2016,0.28,6.054076076,0.1,0.1,"FT",0
"E2_F2_CT_3",570007,2016,0.28,5.76516917,0.1,0.1,"FT",0
"E2_F2_CT_1",570007,2017,0.28,3.91568254,0.1,0.1,"FT",0
"E2_F2_CT_2",570007,2017,0.28,2.380698413,0.1,0.1,"FT",0
"E2_F2_CT_3",570007,2017,0.28,3.225777778,0.1,0.1,"FT",0
"E2_F3_CT_1",570007,2004,0.28,5.231624,0.1,0.1,"FT",0
"E2_F3_CT_2",570007,2004,0.28,7.666954,0.1,0.1,"FT",0
"E2_F3_CT_3",570007,2004,0.28,7.089451,0.1,0.1,"FT",0
"E2_F3_CT_1",570007,2005,0.28,3.469935,0.1,0.1,"FT",0
"E2_F3_CT_2",570007,2005,0.28,3.8120775,0.1,0.1,"FT",0
"E2_F3_CT_3",570007,2005,0.28,3.71142,0.1,0.1,"FT",0
"E2_F3_CT_1",570007,2006,0.28,6.658393217,0.1,0.1,"FT",0
"E2_F3_CT_2",570007,2006,0.28,7.001150756,0.1,0.1,"FT",0
"E2_F3_CT_3",570007,2006,0.28,7.614975303,0.1,0.1,"FT",0
"E2_F3_CT_1",570007,2007,0.28,3.5088575,0.1,0.1,"FT",0
"E2_F3_CT_2",570007,2007,0.28,3.45799125,0.1,0.1,"FT",0
"E2_F3_CT_3",570007,2007,0.28,3.72939,0.1,0.1,"FT",0
"E2_F3_CT_1",570007,2008,0.28,6.263981599,0.1,0.1,"FT",0
"E2_F3_CT_2",570007,2008,0.28,6.470078608,0.1,0.1,"FT",0
"E2_F3_CT_3",570007,2008,0.28,5.863004947,0.1,0.1,"FT",0
"E2_F3_CT_1",570007,2009,0.28,3.6462,0.1,0.1,"FT",0
"E2_F3_CT_2",570007,2009,0.28,3.280666667,0.1,0.1,"FT",0
"E2_F3_CT_3",570007,2009,0.28,3.2726,0.1,0.1,"FT",0
"E2_F3_CT_1",570007,2010,0.28,5.971646194,0.1,0.1,"FT",0
"E2_F3_CT_2",570007,2010,0.28,7.107446341,0.1,0.1,"FT",0
"E2_F3_CT_3",570007,2010,0.28,8.033863554,0.1,0.1,"FT",0
"E2_F3_CT_1",570007,2011,0.28,3.323312593,0.1,0.1,"FT",0
"E2_F3_CT_2",570007,2011,0.28,3.859220056,0.1,0.1,"FT",0
"E2_F3_CT_3",570007,2011,0.28,3.90107682,0.1,0.1,"FT",0
"E2_F3_CT_1",570007,2012,0.28,9.491034177,0.1,0.1,"FT",0
"E2_F3_CT_2",570007,2012,0.28,11.42927065,0.1,0.1,"FT",0
"E2_F3_CT_3",570007,2012,0.28,11.249869,0.1,0.1,"FT",0
"E2_F3_CT_1",570007,2013,0.28,4.720242317,0.1,0.1,"FT",0
"E2_F3_CT_2",570007,2013,0.28,5.12582065,0.1,0.1,"FT",0
"E2_F3_CT_3",570007,2013,0.28,6.869807484,0.1,0.1,"FT",0
"E2_F3_CT_1",570007,2014,0.28,10.11981176,0.1,0.1,"FT",0
"E2_F3_CT_2",570007,2014,0.28,11.81672797,0.1,0.1,"FT",0
"E2_F3_CT_3",570007,2014,0.28,13.90968265,0.1,0.1,"FT",0
"E2_F3_CT_1",570007,2015,0.28,5.663492063,0.1,0.1,"FT",0
"E2_F3_CT_2",570007,2015,0.28,6.120634921,0.1,0.1,"FT",0
"E2_F3_CT_3",570007,2015,0.28,5.993650794,0.1,0.1,"FT",0
"E2_F3_CT_1",570007,2016,0.28,8.200968787,0.1,0.1,"FT",0
"E2_F3_CT_2",570007,2016,0.28,7.715093931,0.1,0.1,"FT",0
"E2_F3_CT_3",570007,2016,0.28,7.882682603,0.1,0.1,"FT",0
"E2_F3_CT_1",570007,2017,0.28,5.149333333,0.1,0.1,"FT",0
"E2_F3_CT_2",570007,2017,0.28,4.774222222,0.1,0.1,"FT",0
"E2_F3_CT_3",570007,2017,0.28,5.183619048,0.1,0.1,"FT",0
"E2_F4_CT_1",570007,2004,0.28,7.00289,0.1,0.1,"FT",0
"E2_F4_CT_2",570007,2004,0.28,5.637174,0.1,0.1,"FT",0
"E2_F4_CT_3",570007,2004,0.28,5.23485,0.1,0.1,"FT",0
"E2_F4_CT_1",570007,2005,0.28,3.0667875,0.1,0.1,"FT",0
"E2_F4_CT_2",570007,2005,0.28,3.315955,0.1,0.1,"FT",0
"E2_F4_CT_3",570007,2005,0.28,3.1273025,0.1,0.1,"FT",0
"E2_F4_CT_1",570007,2006,0.28,6.434106073,0.1,0.1,"FT",0
"E2_F4_CT_2",570007,2006,0.28,6.167918363,0.1,0.1,"FT",0
"E2_F4_CT_3",570007,2006,0.28,6.918690824,0.1,0.1,"FT",0
"E2_F4_CT_1",570007,2007,0.28,3.6893325,0.1,0.1,"FT",0
"E2_F4_CT_2",570007,2007,0.28,3.86371125,0.1,0.1,"FT",0
"E2_F4_CT_3",570007,2007,0.28,3.152415,0.1,0.1,"FT",0
"E2_F4_CT_1",570007,2008,0.28,6.722978667,0.1,0.1,"FT",0
"E2_F4_CT_2",570007,2008,0.28,8.473465283,0.1,0.1,"FT",0
"E2_F4_CT_3",570007,2008,0.28,6.31753868,0.1,0.1,"FT",0
"E2_F4_CT_1",570007,2009,0.28,3.785733333,0.1,0.1,"FT",0
"E2_F4_CT_2",570007,2009,0.28,3.824733333,0.1,0.1,"FT",0
"E2_F4_CT_3",570007,2009,0.28,3.406933333,0.1,0.1,"FT",0
"E2_F4_CT_1",570007,2010,0.28,6.473791712,0.1,0.1,"FT",0
"E2_F4_CT_2",570007,2010,0.28,5.569737819,0.1,0.1,"FT",0
"E2_F4_CT_3",570007,2010,0.28,6.447429405,0.1,0.1,"FT",0
"E2_F4_CT_1",570007,2011,0.28,4.188072471,0.1,0.1,"FT",0
"E2_F4_CT_2",570007,2011,0.28,3.918748269,0.1,0.1,"FT",0
"E2_F4_CT_3",570007,2011,0.28,3.898806484,0.1,0.1,"FT",0
"E2_F4_CT_1",570007,2012,0.28,11.07636374,0.1,0.1,"FT",0
"E2_F4_CT_2",570007,2012,0.28,11.6749619,0.1,0.1,"FT",0
"E2_F4_CT_3",570007,2012,0.28,10.04783592,0.1,0.1,"FT",0
"E2_F4_CT_1",570007,2013,0.28,7.234827984,0.1,0.1,"FT",0
"E2_F4_CT_2",570007,2013,0.28,5.288051984,0.1,0.1,"FT",0
"E2_F4_CT_3",570007,2013,0.28,7.31594365,0.1,0.1,"FT",0
"E2_F4_CT_1",570007,2014,0.28,13.36310842,0.1,0.1,"FT",0
"E2_F4_CT_2",570007,2014,0.28,12.53861235,0.1,0.1,"FT",0
"E2_F4_CT_3",570007,2014,0.28,16.28993197,0.1,0.1,"FT",0
"E2_F4_CT_1",570007,2015,0.28,6.933333333,0.1,0.1,"FT",0
"E2_F4_CT_2",570007,2015,0.28,5.879365079,0.1,0.1,"FT",0
"E2_F4_CT_3",570007,2015,0.28,5.73968254,0.1,0.1,"FT",0
"E2_F4_CT_1",570007,2016,0.28,6.633130701,0.1,0.1,"FT",0
"E2_F4_CT_2",570007,2016,0.28,8.391331473,0.1,0.1,"FT",0
"E2_F4_CT_3",570007,2016,0.28,6.763715852,0.1,0.1,"FT",0
"E2_F4_CT_1",570007,2017,0.28,4.344253968,0.1,0.1,"FT",0
"E2_F4_CT_2",570007,2017,0.28,5.51568254,0.1,0.1,"FT",0
"E2_F4_CT_3",570007,2017,0.28,5.131301587,0.1,0.1,"FT",0
"E48_CT",727006,1980,0.17,1.4,0.1,0.1,"FT",0
"E48_CT",727006,1981,0.17,1.4,0.1,0.1,"FT",0
"E48_CT",727006,1982,0.17,1.4,0.1,0.1,"FT",0
"E48_CT",727006,1983,0.17,1.4,0.1,0.1,"FT",0
"E48_CT",727006,1984,0.17,1.4,0.1,0.1,"FT",0
"E48_CT",727006,1985,0.17,1.4,0.1,0.1,"FT",0
