"site","experiment","TrtID","year","input_type","modelled_SOC"
"E8_Field 4T5","E8","E8_T5_NT_CR3",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.0646718744444
"E8_Field 4T6","E8","E8_T6_NT_CR1",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1309531244444
"E8_Field 4T7","E8","E8_T7_CT_CR5",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1292656244444
"E8_Field 4T8","E8","E8_T8_CT_CR6",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",55.2740468744445
"E8_Field 4T9","E8","E8_T9_CT_CR7",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.4379843744444
"E8_Field 5T1","E8","E8_T1_CT_CR1",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.9971406244444
"E8_Field 5T2","E8","E8_T2_CT_CR2",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.4584531244444
"E8_Field 5T2","E8","E8_T2_CT_CR2",2006,"0-15",49.9645937488889
"E8_Field 5T3","E8","E8_T3_CT_CR3",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.6572031244445
"E8_Field 5T3","E8","E8_T3_CT_CR3",2012,"0-15",46.8115937488889
"E8_Field 5T4","E8","E8_T4_NT_CR4",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",53.1502812544445
"E8_Field 5T5","E8","E8_T5_NT_CR3",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.0646718744444
"E8_Field 5T6","E8","E8_T6_NT_CR1",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1309531244444
"E8_Field 5T7","E8","E8_T7_CT_CR5",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1292656244444
"E8_Field 5T8","E8","E8_T8_CT_CR6",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",55.2740468744445
"E8_Field 5T9","E8","E8_T9_CT_CR7",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.4379843744444
"E8_Field 6T1","E8","E8_T1_CT_CR1",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.9971406244444
"E8_Field 6T2","E8","E8_T2_CT_CR2",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.4584531244444
"E8_Field 6T2","E8","E8_T2_CT_CR2",2006,"0-15",49.9645937488889
"E8_Field 6T3","E8","E8_T3_CT_CR3",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.6572031244445
"E8_Field 6T3","E8","E8_T3_CT_CR3",2012,"0-15",46.8115937488889
"E8_Field 6T4","E8","E8_T4_NT_CR4",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",53.1502812544445
"E8_Field 6T5","E8","E8_T5_NT_CR3",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.0646718744444
"E8_Field 6T6","E8","E8_T6_NT_CR1",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1309531244444
"E8_Field 6T7","E8","E8_T7_CT_CR5",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1292656244444
"E8_Field 6T8","E8","E8_T8_CT_CR6",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",55.2740468744445
"E8_Field 6T9","E8","E8_T9_CT_CR7",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.4379843744444
